Object Number,Is Highlight,Is Public Domain,Object ID,Department,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Metadata Date,Repository
6.1312,TRUE,TRUE,503678,Musical Instruments,Square Piano,Square Piano,American,,,,,Maker|Maker,,Robert Nunns|John Clark,"British, (active United States) 1791–1869|British (active United States), active 1833–1907",,Nunns Robert|Clark John,British,1791      |1833      ,1869      |1858      ,1853,1853,1853,"Rosewood, mother-of-pearl, tortoiseshell, abalone, felt, metal, paint, gilding","Height: 37 3/4 in. (95.9 cm)
Width: 87 15/16 in. (223.3 cm)
Depth: 46 7/16 in. (118 cm)","Gift of George Lowther, 1906",,New York,,New York,United States,,,,,,,Chordophone-Zither-struck-piano,,http://www.metmuseum.org/art/collection/search/503678,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
14.25.1623,TRUE,TRUE,503703,Musical Instruments,Jagdhorn in G,Jagdhorn in G,German,,,,,Maker,,Jacob Schmidt,"German, Nürnberg 1642–1720",,"Schmidt, Jacob",,1642-11-09,1720-03-26,ca. 1710–20,1660,1720,Brass,"Height (perpendicular to bell): 18 7/8 in. (47.9 cm)
Diameter (of bell): 9 1/8 in. (23.1 cm)","Gift of William H. Riggs, 1913",,Nürnberg,,,Germany,,,,,,,Aerophone-Lip Vibrated-horn,,http://www.metmuseum.org/art/collection/search/503703,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
14.25.1618,TRUE,TRUE,503818,Musical Instruments,Side Drum,Side Drum,German,,,,,,,,,,,,,,1694–1733,1694,1733,"Copper alloy, wood, various materials","Height: 23 3/4 in. (60.4 cm)
Depth: 20 7/8 in. (53.1 cm)","Gift of William H. Riggs, 1913",,Dresden,,,Germany,,,,,,,Membranophone-double-headed / cylindrical drum,,http://www.metmuseum.org/art/collection/search/503818,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
1989.147,TRUE,TRUE,503930,Musical Instruments,Guitar,Guitar,French,,,,,Maker,attributed to,Jean-Baptiste Voboam,,,Voboam Jean-Baptiste,,,,1697,1697,1697,"Spruce, tortoiseshell, mother-of-pearl, ivory, ebony","Height: 38 1/8 in. (96.9 cm)
Width: 9 13/16 in. (25 cm)","Purchase, Clara Mertens Bequest, in memory of André Mertens, 1989",,,,,France,,,,,,,Chordophone-Lute-plucked-fretted,,http://www.metmuseum.org/art/collection/search/503930,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
69.29,TRUE,TRUE,503932,Musical Instruments,Guitar,Guitar,Italian,,,,,,,,,,,,,,ca. 1800,1780,1820,"Spruce, ebony, ivory, tortoiseshell, mother-of-pearl, brass","Height: 36 in. (91.4 cm)
Width: 10 5/8 in. (27 cm)
Depth: 3 7/8 in. (9.8 cm)","Rogers Fund, 1969",,probably Naples,,,Italy,,,,,,,Chordophone-Lute-plucked-fretted,,http://www.metmuseum.org/art/collection/search/503932,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
"1979.380a, b",TRUE,TRUE,503933,Musical Instruments,Guitar,Guitar,American,,,,,Maker,,Christian Frederick Martin,"Markneukirchen, Saxony 1796–1873 Nazareth, Pennsylvania",,Martin Christian Frederick,,1796,1796,ca. 1838,1831,1841,"Wood, maple, spruce, abalone, ebony, metal, brass, ivory","Height: 36 13/16 in. (93.5 cm)
Width: 11 11/16 in. (29.7 cm)
Depth: 3 1/4 in. (8.3 cm)","Rogers Fund, 1979",,New York,,New York,United States,,,,,,,Chordophone-Lute-plucked-fretted,,http://www.metmuseum.org/art/collection/search/503933,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
1989.55,TRUE,TRUE,503939,Musical Instruments,Sgra-Snyan,Sgra-Snyan,Tibetan,,,,,,,,,,,,,,14th–16th century,1300,1599,"Carved wood, skin, gesso, gilding",Height: 42 15/16 in. (109 cm),"Purchase, Clara Mertens Bequest, in memory of André Mertens, 1989",,,,,Tibet,,,,,,,Chordophone-Lute-plucked-unfretted,,http://www.metmuseum.org/art/collection/search/503939,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
2000.44,TRUE,TRUE,503940,Musical Instruments,Double Whistle,Double Whistle,Mayan,Pre-Columbian,,,,,,,,,,,,,7th–9th century,600,899,"Pottery, paint","Height: 8 1/2 in. (21.6 cm)
Diameter: 5 in. (12.7 cm)","Purchase, Gift of Elizabeth M. Riley, by exchange, 2000",,,,,Mexico,,,,,,,Aerophone-Whistle Flute,,http://www.metmuseum.org/art/collection/search/503940,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
52.96.1,TRUE,TRUE,503951,Musical Instruments,Cornetto in A,Cornetto in A,German,,,,,,,,,,,,,,ca. 1575,1560,1580,"Ivory, gilt ferrule",Height (along center axis without mouthpiece): 22 5/8 in. (57.5 cm),"Funds from various donors, 1952",,,,,Germany,,,,,,,Aerophone-Lip Vibrated,,http://www.metmuseum.org/art/collection/search/503951,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
89.4.2375,TRUE,TRUE,503971,Musical Instruments,Natural Trumpet,Natural Trumpet,German,,,,,Maker,,Johann Wilhelm Haas,"German, Nuremberg 1649–1723 Nuremberg",,Haas Johann Wilhelm,German,1649,1723,late 17th century,1675,1699,Brass,"Depth (Without crook or mouthpiece): 25 11/16 in. (65.3 cm)
Diameter (Of bell): 4 7/16 in. (11.3 cm)","The Crosby Brown Collection of Musical Instruments, 1889",,Nürnberg,,,Germany,,,,,,,Aerophone-Lip Vibrated,,http://www.metmuseum.org/art/collection/search/503971,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
43.34a–g,TRUE,TRUE,504019,Musical Instruments,Transverse Flute in D-flat,Transverse Flute in D-flat,German,,,,,,,,,,,,,,1760–90,1760,1790,"Hard-paste porcelain, gold-plated brass",Height: 24 5/16 in. (61.7 cm),"Gift of R. Thornton Wilson, in memory of Florence Ellsworth Wilson, 1943",,,,South Germany or Saxony,Germany,,,,,,,Aerophone-Blow Hole-side-blown flute (transverse),,http://www.metmuseum.org/art/collection/search/504019,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
1985.124,TRUE,TRUE,504210,Musical Instruments,Cittern,Cittern,German,,,,,Maker,,Joachim Tielke,"German, 1641–1719",,Tielke Joachim,German,1641,1719,ca. 1685,1680,1690,"Cypress, ivory, ebony, parchment, brass","Height: 24 7/8 in. (63.2 cm)
Width: 9 5/16 in. (23.6 cm)","Purchase, The Vincent Astor Foundation Gift and Rogers Fund, 1985",,Hamburg,,,Germany,,,,,,,Chordophone-Lute-plucked-fretted,,http://www.metmuseum.org/art/collection/search/504210,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
2005.365,TRUE,TRUE,504256,Musical Instruments,Transverse Flute,Transverse Flute,French,,,,,Manufacturer,,Garion,French,,Garion,French,,,ca. 1720–40,1720,1740,"Rosewood, ivory, silver",L. 65.8 cm (25 7/8 in.); external diameter from head to foot 2.9 cm (1 1/8 in.) to 2.5 cm (1 in.); diameter of mount 3.6 cm (1 7/16 in.),"Purchase, Robert Alonzo Lehman Bequest, 2005",,Paris,,,France,,,,,,,Aerophone-Blow Hole-side-blown flute (transverse),,http://www.metmuseum.org/art/collection/search/504256,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
"1980.111a, b",TRUE,TRUE,504284,Musical Instruments,English Horn,English Horn,German,,,,,Maker,,H. Grenser,,,Grenser H.,,,,before 1807,1780,1807,"Wood, ivory, brass","Total L.: 63.7 cm (25-1/8 in.)


","Rogers Fund, 1980",,Dresden,,,Germany,,,,,,,Aerophone-Reed Vibrated-double reed,,http://www.metmuseum.org/art/collection/search/504284,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
2006.86a–c,TRUE,TRUE,504497,Musical Instruments,Walking-Stick Flute/Oboe,Walking-Stick Flute/Oboe,German,,,,,Maker,,Georg Henrich Scherer,"German, Butzbach 1703–1778",,"Scherer, Georg Henrich",German,1703-11-17,1778-05-11,ca. 1750–57,1750,1757,"Narwhal (narwhahl) tusk, ivory, gilt brass
",Height: 42 5/16 in. (107.5 cm),"Purchase, Amati Gifts, 2006",,Butzbach,,,Germany,,,,,,,Aerophone,,http://www.metmuseum.org/art/collection/search/504497,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
89.4.2883,TRUE,TRUE,505399,Musical Instruments,Regal,Regal,German,,,,,Maker,possibly,Georg Voll,"German, Nuremberg active ca. 1540–ca. 1575, Nuremberg",,"Voll, Georg",German,1540,1575,ca. 1575,1575,1575,"Wood, various materials",24 × 34 1/4 in. (61 × 87 cm),"The Crosby Brown Collection of Musical Instruments, 1889",,Nürnberg,,,Germany,,,,,,,Aerophone-Organ,,http://www.metmuseum.org/art/collection/search/505399,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
1984.114.1,TRUE,TRUE,505461,Musical Instruments,Violoncello,Violoncello,French,,,,,Maker,,Jean Baptiste Vuillaume,"French, Mirecourt 1798–1875 Paris",,Vuillaume Jean Baptiste,French,1798,1875,mid-19th century,1840,1860,Spruce and maple,Body L.: 75.5 cm (29-1/2 in.); Upper bouts: 34.2 cm (13-1/2 in.) Middle bouts; 23.6 cm (9-1/2 in.; Lower bouts: 43.9 cm (17-1/2 in.),"Gift of Dr. Peter Blos, 1984",,Paris,,,France,,,,,,,Chordophone-Lute-bowed-unfretted,,http://www.metmuseum.org/art/collection/search/505461,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
2007.194a–f,TRUE,TRUE,505626,Musical Instruments,Koto,Koto,Japanese,,,,,Maker|Maker,Workshop of,"Metalwork by Goto Teijo, 9th generation Goto master, Japan|Gotō Yūjō","1603–1673|Japanese, ca. 1440–1512, first-generation Gotō master",,Teijo Goto|Gotō Yūjō,Japanese|Japanese,1603      |1415      ,1673      |1537      ,early 17th century,1600,1625,"Various woods, ivory and tortoiseshell inlays, gold and silver inlays, metalwork, cloth, laquer, paper,",5 1/8 × 74 5/8 × 9 1/2 in. (13 × 189.5 × 24.2 cm),"Purchase, Amati Gifts, 2007",,,,,Japan,,,,,,,Chordophone-Zither-plucked-long zither,,http://www.metmuseum.org/art/collection/search/505626,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
2007.442,TRUE,TRUE,505722,Musical Instruments,Painting,Portrait of Monsieur Aublet,French,,,,,Artist,,Guillaume Voiriot,"French, Paris 1713–1799 Paris",,"Voiriot, Guillaume",French,1713,1799,ca. 1782,1780,1785,Oil on canvas,50 3/4 × 38 1/4 in. (128.9 × 97.2 cm),"Gift of The Bradford & Dorothea Endicott Foundation, 2007",,Paris,,,France,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/505722,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
2008.1,TRUE,TRUE,505786,Musical Instruments,Viola d'Amore,Viola d'Amore,Italian,,,,,Maker,,Giovanni Grancino,"Italian, Milan 1637–1709 Milan",,Grancino Giovanni,Italian,1637,1709,1701,1701,1701,"Spruce, maple, ebony, bone, iron","Height: 23 1/2 in. (59.7 cm)
Width: 8 1/2 in. (21.6 cm)","Purchase, Amati Gifts, 2008",,Milan,,,Italy,,,,,,,Chordophone-Lute-bowed-fretted,,http://www.metmuseum.org/art/collection/search/505786,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
2008.268,TRUE,TRUE,505825,Musical Instruments,Hardanger Fiddle,Hardanger Fiddle,Norwegian,,,,,,,,,,,,,,1786,1786,1786,"Wood, mother-of-pearl, ebony, bone",Height: 24 7/16 in. (62 cm),"Purchase, Frederick M. Lehman Bequest, 2008",,,,,Norway,,,,,,,Chordophone-Lute-bowed-unfretted,,http://www.metmuseum.org/art/collection/search/505825,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
2010.138.1–.4,TRUE,TRUE,506174,Musical Instruments,Kettle Drums,Kettle Drums,Hanoverian (German),,,,,Maker,,Franz Peter Bunsen,ca. 1725–1795 (master 1754),,Bunsen Franz Peter,Hanoverian (German),1725,1795,1779,1779,1779,"Silver, iron, calfskin, textiles, gilding,","Height: 16 1/8 in. (41 cm)
Diameter: 20 7/8 in. (53 cm)
Weight: 52.9 lb. (24 kg)","Purchase, Robert Alonzo Lehman Bequest, Acquisitions Fund, and Frederick M. Lehman Bequest, 2010",,Hanover,,,Germany,,,,,,,Membranophone-single-headed / kettle drum,,http://www.metmuseum.org/art/collection/search/506174,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
2010.185,TRUE,TRUE,506724,Musical Instruments,Clarinet in D,Clarinet in D,German,,,,,,,,,,,,,,1750–70,1750,1770,"Boxwood, brass","L. 53.3  x Diam. 3 cm (21 x 1 3/16 in.)
Section L. 112 mm (barrel/ mouthpiece);  242 mm (middle section); 179 mm (stock/ bell)","Purchase, Barbara Kahn Gift, in memory of Richard S. Kahn, 2010",,,,,Germany,,,,,,,Aerophone-Reed Vibrated-single reed cylindrical,,http://www.metmuseum.org/art/collection/search/506724,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
14.3.17,TRUE,TRUE,543864,Egyptian Art,"Statue, guardian figure",Guardian Figure,,Middle Kingdom,Dynasty 12,reign of Amenemhat II,,,,,,,,,,,ca. 1919–1885 B.C.,-1919,-1885,"Cedar wood, plaster, paint
",H. 57.6 cm (22 11/16 in.); W. 11 cm (4 5/16 in.); D. 26 cm (10 1/4 in.),"Rogers Fund and Edward S. Harkness Gift, 1914",From,,,,Egypt,Memphite Region,Lisht South,tomb of Imhotep,chamber inside the south enclosure wall,"MMA excavations, 1913–14",,,,http://www.metmuseum.org/art/collection/search/543864,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
19.2.16,TRUE,TRUE,543866,Egyptian Art,"Dish, libation",Libation Dish Depicting Ka-Arms Presenting an Ankh-Sign,,Early Dynastic Period,Dynasty 1,,,,,,,,,,,,ca. 3100–2900 B.C.,-3100,-2900,Greywacke,w. 14.5 x h. (depth) 3.5 x l. 17.6 cm (5 11/16 x 1 3/8 x 6 15/16 in.),"Rogers Fund, 1919",From,,,,Egypt,,,,,,,,,http://www.metmuseum.org/art/collection/search/543866,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
26.7.1287a–k,TRUE,TRUE,543867,Egyptian Art,"Game box, hounds and jackals, Reniseneb",Game of Hounds and Jackals,,Middle Kingdom,Dynasty 12,reign of Amenemhat IV,,,,,,,,,,,ca. 1814–1805 B.C.,-1814,-1805,"Ebony, ivory","Board: H. 6.8 cm (2 11/16 in.); W. 10.1 cm (4 in.); D. 15.6 cm (6 1/8 in.); Average height with pins: H. 14 cm (5 1/2 in.); Jackal pins: H. 7 cm (2 3/4 in.) to 8.5 cm (3 3/8 in.) Bottom (2012.508): L. 12.9 cm (5 1/16 in); W. 7.4 cm (2 15/16 in); Th. 0.3 cm (1/8 in)
Hound pins: H. 6 cm (2 3/8 in.) to 6.8 cm (2 11/16 in.)","Purchase, Edward S. Harkness Gift, 1926 (26.7.1287a-k); Gift of Lord Carnarvon, 2012 (2012.508)",From,,,,Egypt,"Upper Egypt, Thebes","Asasif, Birabi",pit tomb CC 25,debris,"Carnarvon/Carter excavations, 1910",,,,http://www.metmuseum.org/art/collection/search/543867,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
18.2.4,TRUE,TRUE,543882,Egyptian Art,"Statue group, King Sahure, Nome God",King Sahure and a Nome God,,Old Kingdom,Dynasty 5,reign of Sahure,,,,,,,,,,,ca. 2458–2446 B.C.,-2458,-2458,Gneiss,H. 64 cm (25 3/16 in.); W. 46 cm (18 1/8 in.); D. 41.5 cm (16 5/16 in.),"Rogers Fund, 1918",From,,,,Egypt,,,,,,,,,http://www.metmuseum.org/art/collection/search/543882,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
26.7.1392,TRUE,TRUE,543896,Egyptian Art,"Head fragment, King Khafre",Fragmentary Face of King Khafre,,Old Kingdom,Dynasty 4,reign of Khafre,,,,,,,,,,,ca. 2520–2494 B.C.,-2520,-2520,Travertine (Egyptian alabaster),H. 8.5 cm (3 3/8 in.),"Purchase, Edward S. Harkness Gift, 1926",From|Probably from,,|,,Egypt,Memphite Region,Giza,Pyramid Complex of Khafre,,,,,,http://www.metmuseum.org/art/collection/search/543896,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
48.111,TRUE,TRUE,543899,Egyptian Art,"Statue, standing pair, Memi, Sabu",The Royal Acquaintances Memi and Sabu,,Old Kingdom,Dynasty 4,,,,,,,,,,,,ca. 2575–2465 B.C.,-2575,-2575,"Limestone, paint",H. 62 cm (24.7/16 in.); W. 24.5 cm (9 5/8 in.); D. 15.2 cm (6 in.),"Rogers Fund, 1948",From|Probably from,,|,,Egypt,Memphite Region,Giza,Western Cemetery,,,,,,http://www.metmuseum.org/art/collection/search/543899,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
52.19,TRUE,TRUE,543901,Egyptian Art,"Statue group, Nikare, wife, daughter",Nikare with his Wife and Daughter,,Old Kingdom,Dynasty 5,reign of Niuserre or later,,,,,,,,,,,ca. 2420–2389 B.C. or later,-2420,-2420,"Limestone, paint",H. 57 cm (22 7/16 in.); W. 22.5 cm (8 7/8 in.); D. 32.5 cm (12 13/16 in.),"Rogers Fund, 1952",From|Probably from,,|,,Egypt,Memphite Region,Saqqara,,,,,,,http://www.metmuseum.org/art/collection/search/543901,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
62.2,TRUE,TRUE,543903,Egyptian Art,"Statue, striding man",Striding Figure,,Old Kingdom,Dynasty 4,,,,,,,,,,,,ca. 2575–2465 B.C.,-2575,-2575,"Quartzite, paint",H. 89.5 cm (35 1/4 in.),"Harris Brisbane Dick Fund, 1962",Possibly from|From,,|,,Egypt,Southern Upper Egypt,ElKab,,,,,,,http://www.metmuseum.org/art/collection/search/543903,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
13.183.3,TRUE,TRUE,543937,Egyptian Art,"Mastaba, Perneb",Mastaba Tomb of Perneb,,Old Kingdom,Dynasty 5,reigns of Isesi to Unis,,,,,,,,,,,ca. 2381–2323 B.C.,-2381,-2323,"Limestone, paint",H. 482.2 cm (15 ft. 9 13/16 in.),"Gift of Edward S. Harkness, 1913",From,,,,Egypt,Memphite Region,Saqqara,Tomb of Perneb,,Egyptian Antiquities Service/Quibell excavations,,,,http://www.metmuseum.org/art/collection/search/543937,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
1990.59.1,TRUE,TRUE,544039,Egyptian Art,"Vessel, cat",Cosmetic Vessel in the Shape of a Cat,,Middle Kingdom,"Dynasty 12, early",,,,,,,,,,,,ca. 1990–1900 B.C.,-1990,-1990,"Travertine (Egyptian alabaster), copper, quartz crystal, paint",h. 14 (5 1/2 in.); l. 13.7 cm (5 3/8 in.); w. 6.2 cm (2 7/16 in.),"Purchase, Lila Acheson Wallace Gift, 1990",From,,,,Egypt,,,,,,,,,http://www.metmuseum.org/art/collection/search/544039,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
1985.328.2,TRUE,TRUE,544056,Egyptian Art,"Talatat, Akhenaten, duck",Akhenaten Sacrificing a Duck,,"New Kingdom, Amarna Period",Dynasty 18,reign of Akhenaten,,,,,,,,,,,ca. 1353–1336 B.C.,-1353,-1336,"Limestone, paint",H. 24.5 cm (9 5/8 in.); w. 54.5 cm (21 7/16 in.); th. 7 cm (2 3/4 in.),"Gift of Norbert Schimmel, 1985",From|Probably from|Probably originally from,,||,,Egypt,Middle Egypt,Hermopolis (Ashmunein; Khemenu)|Amarna (Akhetaten),,,,,,,http://www.metmuseum.org/art/collection/search/544056,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
1985.328.13,TRUE,TRUE,544060,Egyptian Art,"Talatat, foreigners",Foreigners in a Procession,,"New Kingdom, Amarna Period",Dynasty 18,reign of Akhenaten,,,,,,,,,,,ca. 1353–1336 B.C.,-1353,-1353,"Limestone, paint",24.1 cm (9 1/2 in); w. 53.5 cm (21 1/16 in),"Gift of Norbert Schimmel, 1985",From|Probably from|Probably originally from,,||,,Egypt,Middle Egypt,Hermopolis (Ashmunein; Khemenu)|Amarna (Akhetaten),,,,,,,http://www.metmuseum.org/art/collection/search/544060,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
1989.281.92,TRUE,TRUE,544066,Egyptian Art,"Protome, whip handle, lion, Nubian",Handle Depicting a Lion Subduing a Nubian,,"New Kingdom, Ramesside",Dynasty 19,reign of Ramesses II,,,,,,,,,,,ca. 1279–1213 B.C.,-1279,-1279,"Egyptian blue, bone, gold
",h. 3 cm (1 3/16 in); l. 4.3 cm (1 11/16 in); w. 3 cm ( 1 3/16 in),"Gift of Norbert Schimmel Trust, 1989",From|Said to be from,,|,,Egypt,Eastern Delta,Qantir (Piramesse),,,,,,,http://www.metmuseum.org/art/collection/search/544066,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
30.8.224,TRUE,TRUE,544067,Egyptian Art,"Comb, ornamental (teeth missing)",Hair Comb Decorated with Rows of Wild Animals,,"Predynastic, Late Naqada III",,,,,,,,,,,,,ca. 3200–3100 B.C.,-3200,-3100,Ivory,h. 5.5 cm (2 3/16 in); w. 3.9 cm (1 9/16 in); th. 0.5 cm (3/16 in),"Theodore M. Davis Collection, Bequest of Theodore M. Davis, 1915
",From,,,,Egypt,,,,,,,,,http://www.metmuseum.org/art/collection/search/544067,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
26.7.1292,TRUE,TRUE,544068,Egyptian Art,"Figurine, Gazelle",Gazelle,,New Kingdom,Dynasty 18,reign of Amenhotep III,,,,,,,,,,,ca. 1390–1353 B.C.,-1390,-1353,"Elephant Ivory, wood, blue-pigment inlay
","H. 11.5 cm (4 1/2 in); w. 10 cm (3 15/16 in)
","Purchase, Edward S. Harkness Gift, 1926",From,,,,Egypt,,,,,,,,,http://www.metmuseum.org/art/collection/search/544068,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
1992.55,TRUE,TRUE,544070,Egyptian Art,"Head, antelope",Antelope Head,,Late Period,Dynasty 27,,,,,,,,,,,,525–404 B.C.,-525,-525,"Greywacke, travertine (Egyptian alabaster), agate",h. 9 cm (3 9/16 in); w. 15 cm (5 7/8 in),"Purchase, Rogers and Fletcher Funds and Joseph Pulitzer Bequest, 1992",From|Probably from,,|,,Egypt,Memphite Region,Memphis (Mit Rahina),,,,,,,http://www.metmuseum.org/art/collection/search/544070,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
26.7.1453,TRUE,TRUE,544076,Egyptian Art,"Ostracon, figured, pharaoh, Lion, hieratic",Artist's Sketch of Pharaoh Spearing a Lion,,"New Kingdom, Ramesside",Dynasty 20,,,,,,,,,,,,ca. 1186–1070 B.C.,-1186,-1186,"Limestone, ink","H. 14 cm (5 1/2 in.), W. 12.5 cm (4 15/16 in.), Th. 1.5 cm (9/16 in.)","Purchase, Edward S. Harkness Gift, 1926",From,,,,Egypt,"Upper Egypt, Thebes",Valley of the Kings,Tomb of Tutankhamun (KV 62),debris near the entrance,"Carnarvon/Carter excavations, 1920",,,,http://www.metmuseum.org/art/collection/search/544076,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
66.99.2,TRUE,TRUE,544077,Egyptian Art,"Statuette, animal, lion",Lion Cub,,Early Dynastic,Dynasty 1,,,,,,,,,,,,ca. 3100–2900 B.C.,-3100,-2900,Quartzite,L. 23.4 x H. 12 x W. 12.5 cm (9 3/16 x 4 3/4 x 4 15/16 in.),"Purchase, Fletcher Fund and The Guide Foundation Inc. Gift, 1966",From|Said to be from,,|,,Egypt,Southern Upper Egypt,Gebelein (Krokodilopolis),,,,,,,http://www.metmuseum.org/art/collection/search/544077,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
26.7.860,TRUE,TRUE,544092,Egyptian Art,"Statuette, Thoth",Striding Thoth,,Ptolemaic Period,,,,,,,,,,,,,332–30 B.C.,-332,-30,Faience,H. 14.1 cm (5 9/16 in.); W. 3.6 cm (1 7/16 in.); D. 5.4 cm (2 1/8 in.),"Purchase, Edward S. Harkness Gift, 1926",From,,,,Egypt,,,,,,,,,http://www.metmuseum.org/art/collection/search/544092,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
56.16.1,TRUE,TRUE,544118,Egyptian Art,"Statuette, cat",Cat Statuette intended to contain a mummified cat,,Ptolemaic Period,,,,,,,,,,,,,332–30 B.C.,-332,-30,Leaded bronze,"h. (including tangs) 32 cm (12 5/8 in); w. 11.9 (4 11/16 in); d. 23.3 cm (9 3/16 in)
h. (cat alone) 27.4 cm (10 13/16 in)","Harris Brisbane Dick Fund, 1956",From,,,,Egypt,,,,,,,,,http://www.metmuseum.org/art/collection/search/544118,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
26.7.1394,TRUE,TRUE,544184,Egyptian Art,"Head, Senwosret III",Face of Senwosret III,,Middle Kingdom,Dynasty 12,reign of Senwosret III,,,,,,,,,,,ca. 1878–1840 B.C.,-1878,-1878,Red quartzite,H. 16.5 × W. 12.6 × D. 11.4 cm (6 1/2 × 4 15/16 × 4 1/2 in.),"Purchase, Edward S. Harkness Gift, 1926",From,,,,Egypt,,,,,,,,,http://www.metmuseum.org/art/collection/search/544184,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
17.9.2,TRUE,TRUE,544186,Egyptian Art,"Sphinx, Senwosret III",Senwosret III as a Sphinx,,Middle Kingdom,Dynasty 12,reign of Senwosret III,,,,,,,,,,,ca. 1878–1840 B.C.,-1878,-1840,Gneiss,"L. 73 × W. 29.5 × H. 42.5 cm, 114.3 kg (28 3/4 × 11 5/8 × 16 3/4 in., 252 lb.)","Gift of Edward S. Harkness, 1917",Possibly from|From,,|,,Egypt,"Upper Egypt, Thebes",Karnak,,,,,,,http://www.metmuseum.org/art/collection/search/544186,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
20.3.7,TRUE,TRUE,544210,Egyptian Art,"Statue, standing woman, offering",Estate Figure,,Middle Kingdom,Dynasty 12,early reign of Amenemhat I,,,,,,,,,,,ca. 1981–1975 B.C.,-1981,-1981,"Wood, gesso, paint",H. 112 cm (44 1/8 in.); W. 17 cm (6 11/16 in.); D. 46.7 cm (18 3/8 in.),"Rogers Fund and Edward S. Harkness Gift, 1920",From,,,,Egypt,"Upper Egypt, Thebes",Southern Asasif,"Tomb of Meketre (TT 280, MMA 1101)",serdab,"MMA excavations, 1920",,,,http://www.metmuseum.org/art/collection/search/544210,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
20.3.1,TRUE,TRUE,544214,Egyptian Art,"Travelling boat, Meketre, music, harp",Travelling Boat being Rowed,,Middle Kingdom,Dynasty 12,"reign of Amenemhat I, early",,,,,,,,,,,ca. 1981–1975 B.C.,-1981,-1981,"Wood, paint, gesso, linen twine and linen fabric","l. 128 cm (50 3/8 in), with rudder 175 cm (68 7/8 in) x w. with oars 30.5 cm (12 in) x h. 37 cm (14 9/16 in)","Rogers Fund and Edward S. Harkness Gift, 1920",From,,,,Egypt,"Upper Egypt, Thebes",Southern Asasif,"Tomb of Meketre (TT 280, MMA 1101)",serdab,"MMA excavations, 1920",,|,,http://www.metmuseum.org/art/collection/search/544214,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
