,Title,Artist,ConstituentID,ArtistBio,Nationality,BeginDate,EndDate,Gender,Date,Medium,Dimensions,CreditLine,AccessionNumber,Classification,Department,DateAcquired,Cataloged,ObjectID,URL,ThumbnailURL,Circumference (cm),Depth (cm),Diameter (cm),Height (cm),Length (cm),Weight (kg),Width (cm),Seat Height (cm),Duration (sec.),brightness_avg_perceived
736,"Welfare Palace Hotel Project, Roosevelt Island, New York, New York (Cutaway axonometric)","Rem Koolhaas, Madelon Vriesendorp","6956, 6957","(Dutch, born 1944) (Dutch, born 1945)",(Dutch) (Dutch),(1944) (1945),(0) (0),(Male) (Female),1976,Gouache on paper,"51 x 40 1/2"" (129.5 x 102.9 cm)",Gift of The Howard Gilman Foundation,1209.2000,Architecture,Architecture & Design,2000-10-31,Y,820,http://www.moma.org/collection/works/820,http://www.moma.org/media/W1siZiIsIjExNTYzIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=e5ccd4f8dc5407ee,,5.1,,137.2,,,110.8,,,62.75145897628627
737,"House for Rita, project, Perspective and plan",Leon Krier,3250,"(Luxembourgish, born 1946)",(Luxembourgish),(1946),(0),(Male),1974,Ink on paper,"8 1/4 x 8 1/4"" (21 x 21 cm)",Gift of The Howard Gilman Foundation,1210.2000,Architecture,Architecture & Design,2000-10-31,Y,821,http://www.moma.org/collection/works/821,http://www.moma.org/media/W1siZiIsIjExNTY1Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=ee891b8df93ab8e2,,,,20.955,,,20.955,,,219.69296822098227
738,"House for Rita, project, Perspective",Leon Krier,3250,"(Luxembourgish, born 1946)",(Luxembourgish),(1946),(0),(Male),1974,Ink on paper with gouache,"3 3/4 x 8 1/4"" (9.5 x 21 cm)",Gift of The Howard Gilman Foundation,1211.2000,Architecture,Architecture & Design,2000-10-31,Y,822,http://www.moma.org/collection/works/822,http://www.moma.org/media/W1siZiIsIjExNTY5Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=84b3f3e4ee903b33,,3.8,,59.7,,,42.5,,,215.6102094220294
739,"House for Rita, project, Elevation",Leon Krier,3250,"(Luxembourgish, born 1946)",(Luxembourgish),(1946),(0),(Male),1974,Ink on paper,"4 x 11 5/8"" (10.2 x 29.5 cm)",Gift of The Howard Gilman Foundation,1212.2000,Architecture,Architecture & Design,2000-10-31,Y,823,http://www.moma.org/collection/works/823,http://www.moma.org/media/W1siZiIsIjExNTczIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=6900a5a21c55b4a6,,3.8,,59.7,,,42.5,,,213.6263805890378
740,"Labyrinth City, project, Aerial perspective and section",Leon Krier,3250,"(Luxembourgish, born 1946)",(Luxembourgish),(1946),(0),(Male),1971,Ink with gouache on paper,"11 5/8 x 8 1/4"" (29.5 x 21 cm)",Gift of The Howard Gilman Foundation,1213.2000,Architecture,Architecture & Design,2000-10-31,Y,824,http://www.moma.org/collection/works/824,http://www.moma.org/media/W1siZiIsIjIxMTk5NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=af116c8a672bc2fe,,,,43.9,,,85.4,,,222.71740781088872
741,"House without Rooms, project, Aerial perspective",Leon Krier,3250,"(Luxembourgish, born 1946)",(Luxembourgish),(1946),(0),(Male),1972,Ink on paper,"11 3/4 x 8 1/4"" (29.8 x 21 cm)",Gift of The Howard Gilman Foundation,1214.2000,Architecture,Architecture & Design,2000-10-31,Y,825,http://www.moma.org/collection/works/825,http://www.moma.org/media/W1siZiIsIjIxMTk5NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f39f2864bd7e6c07,,,,43.8,,,85.4,,,217.08235596240175
742,House for Colin Rowe Project (Aerial axonometric view),Leon Krier,3250,"(Luxembourgish, born 1946)",(Luxembourgish),(1946),(0),(Male),1975,Ink with gouache on paper,"11 x 8 1/4"" (27.9 x 21 cm)",Gift of The Howard Gilman Foundation,1215.2000,Architecture,Architecture & Design,2000-10-31,Y,826,http://www.moma.org/collection/works/826,http://www.moma.org/media/W1siZiIsIjExNTc5Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=ceb80fff1ac463bf,,,,43.8,,,85.4,,,222.71297574121286
743,"Fountain House, project, Section A-A","Rodolfo Machado, Jorge Silvetti","8114, 8130","(American, born Argentina 1942) (American, born Argentina 1942)",(American) (American),(1942) (1942),(0) (0),(Male) (Male),1975,"Ink, self-adhesive lettering, and graphite on frosted polymer sheet","24 x 36"" (61 x 91.4 cm)",Gift of The Howard Gilman Foundation,1216.2000,Architecture,Architecture & Design,2000-10-31,Y,827,http://www.moma.org/collection/works/827,http://www.moma.org/media/W1siZiIsIjExNTgyIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=715fb879d0653833,,,,60.9601,,,91.4402,,,206.00849801616621
744,"Fountain House, Generative Geometries, project, Plan","Rodolfo Machado, Jorge Silvetti","8114, 8130","(American, born Argentina 1942) (American, born Argentina 1942)",(American) (American),(1942) (1942),(0) (0),(Male) (Male),1975,Ink on polymer sheet,"41 3/4 x 32 1/4"" (106 x 81.9 cm)",Gift of The Howard Gilman Foundation,1217.2000,Architecture,Architecture & Design,2000-10-31,Y,828,http://www.moma.org/collection/works/828,http://www.moma.org/media/W1siZiIsIjExNTg2Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=060b5553f5cd6e94,,,,106.0,,,81.9,,,219.39047731418935
745,"Housing, project, Elevation",Alessandro Mendini,3925,"(Italian, born 1931)",(Italian),(1931),(0),(Male),1971,Printed polymer sheet with tape on lithograph,"19 7/8 x 22 1/4"" (50.5 x 56.5 cm)",Gift of The Howard Gilman Foundation,1218.2000,Architecture,Architecture & Design,2000-10-31,Y,829,http://www.moma.org/collection/works/829,http://www.moma.org/media/W1siZiIsIjExNTg5Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=5df66f36b5c33198,,,,50.4826,,,56.5151,,,105.0117362309596
746,"Housing, project, Elevation",Alessandro Mendini,3925,"(Italian, born 1931)",(Italian),(1931),(0),(Male),1971,Printed polymer sheet with tape on lithograph,"20 x 22 1/2"" (50.8 x 57.2 cm)",Gift of The Howard Gilman Foundation,1219.2000,Architecture,Architecture & Design,2000-10-31,Y,830,http://www.moma.org/collection/works/830,http://www.moma.org/media/W1siZiIsIjExNTkyIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=de90181fa4aaf2a4,,,,50.8001,,,57.1501,,,124.87179551927704
747,"Take-Off, project, Perspective",Max Peintner,8115,"(Austrian, born 1937)",(Austrian),(1937),(0),(Male),1974,Pencil on paper,"24 1/2 x 34 5/8"" (62.2 x 87.9 cm)",Gift of The Howard Gilman Foundation,1220.2000,Architecture,Architecture & Design,2000-10-31,Y,831,http://www.moma.org/collection/works/831,http://www.moma.org/media/W1siZiIsIjExNTk1Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=c1a6d6c17b3c522d,,,,49.5,,,71.1,,,187.12783625245018
748,"The Period of Great Contaminations: Housing Unit for Two People, project, Axonometric section",Gaetano Pesce,4570,"(Italian, born 1939)",(Italian),(1939),(0),(Male),1971,"Goache, watercolor, and graphite with scoring on paper","39 1/4 x 26 3/4"" (99.7 x 67.9 cm)",Gift of The Howard Gilman Foundation,1221.2000,Architecture,Architecture & Design,2000-10-31,Y,832,http://www.moma.org/collection/works/832,http://www.moma.org/media/W1siZiIsIjIxMjI1MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f90693f9b7ecfcb7,,,,99.7,,,67.9,,,77.24043291450204
749,"The Period of Great Contaminations: Housing Unit for Two People, project",Gaetano Pesce,4570,"(Italian, born 1939)",(Italian),(1939),(0),(Male),1971,"Gouache, watercolor and graphite on paper","39 3/8 x 26 3/4"" (100 x 67.9 cm)",Gift of The Howard Gilman Foundation,1222.2000,Architecture,Architecture & Design,2000-10-31,Y,833,http://www.moma.org/collection/works/833,http://www.moma.org/media/W1siZiIsIjExNjAwIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=819d39e690b8f059,,,,100.0127,,,67.9451,,,73.51952915085224
750,"Church of Solitude Project, New York, New York, Transverse section",Gaetano Pesce,4570,"(Italian, born 1939)",(Italian),(1939),(0),(Male),1974-77,"Watercolor, colored ink, and pencil on paper","59 1/4 x 59"" (150.5 x 149.9 cm)",Gift of The Howard Gilman Foundation,1223.2000,Architecture,Architecture & Design,2000-10-31,Y,834,http://www.moma.org/collection/works/834,http://www.moma.org/media/W1siZiIsIjIxMjI1NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=45ff3b3bd100bedb,,5.1,,158.8,,,158.8,,,162.19351792553584
751,"Church of Solitude Project, New York, New York, Plan",Gaetano Pesce,4570,"(Italian, born 1939)",(Italian),(1939),(0),(Male),1974-77,"Watercolor, ink and colored ink, gouache and graphite on paper","42 1/2 x 58 5/8"" (108 x 148.9 cm)",Gift of The Howard Gilman Foundation,1224.2000,Architecture,Architecture & Design,2000-10-31,Y,835,http://www.moma.org/collection/works/835,http://www.moma.org/media/W1siZiIsIjYyNjc5Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=a5006e7da899d540,,3.8,,155.6,,,114.6,,,135.53005244990428
752,"Church of Solitude Project, New York, New York, Longitudinal section",Gaetano Pesce,4570,"(Italian, born 1939)",(Italian),(1939),(0),(Male),1974-77,"Watercolor, ink, colored ink, gouache, and graphite on paper","42 1/4 x 58 5/8"" (107.3 x 148.9 cm)",Gift of The Howard Gilman Foundation,1225.2000,Architecture,Architecture & Design,2000-10-31,Y,836,http://www.moma.org/collection/works/836,http://www.moma.org/media/W1siZiIsIjExNjA1Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=a36bd0b7d68125ad,,3.8,,114.6,,,155.0,,,148.77085700138593
753,"Observatory Project, Perspective",Walter Pichler,4612,"(Austrian, 1936–2012)",(Austrian),(1936),(2012),(Male),1974,Graphite on illustration board,"24 1/2 x 34 1/2"" (62.2 x 87.6 cm)",Gift of The Howard Gilman Foundation,1226.2000,Architecture,Architecture & Design,2000-10-31,Y,837,http://www.moma.org/collection/works/837,http://www.moma.org/media/W1siZiIsIjExNjA3Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=cd4a3869ad974b77,,3.2,,79.7,,,103.5,,,228.8261030962286
754,"Pillars under the Shed Project, Aerial perspective",Walter Pichler,4612,"(Austrian, 1936–2012)",(Austrian),(1936),(2012),(Male),1975,"Ink, colored ink, and graphite on paper","13 3/8 x 19 1/4"" (34 x 48.9 cm)",Gift of The Howard Gilman Foundation,1227.2000,Architecture,Architecture & Design,2000-10-31,Y,838,http://www.moma.org/collection/works/838,http://www.moma.org/media/W1siZiIsIjExNjA5Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=823a462bcf0ab4ed,,,,34.0,,,48.9,,,178.08171008964433
755,"Two Rooms Project, Perspective and plan",Walter Pichler,4612,"(Austrian, 1936–2012)",(Austrian),(1936),(2012),(Male),1975,"Ink, graphite, and color pencil on paper","19 1/8 x 27"" (48.6 x 68.6 cm)",Gift of The Howard Gilman Foundation,1228.2000,Architecture,Architecture & Design,2000-10-31,Y,839,http://www.moma.org/collection/works/839,http://www.moma.org/media/W1siZiIsIjExNjE1Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=c3ef87e6f01536fa,,,,48.5776,,,68.5801,,,189.36393206170473
756,"Large Figure with an Organ Project, Axonometric",Walter Pichler,4612,"(Austrian, 1936–2012)",(Austrian),(1936),(2012),(Male),1977,Graphite and watercolor on paper,"24 x 33 3/4"" (61 x 85.7 cm)",Gift of The Howard Gilman Foundation,1229.2000,Architecture,Architecture & Design,,Y,840,http://www.moma.org/collection/works/840,http://www.moma.org/media/W1siZiIsIjExNjE5Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=96a41833cfd59649,,,,60.9601,,,85.7252,,,227.34055101476042
757,"Fun Palace for Joan Littlewood Project, Stratford East, London, England (Perspective)",Cedric Price,7986,"(British, 1934–2003)",(British),(1934),(2003),(Male),1959–1961,"Felt-tipped pen, ink, graphite, crayon and ink stamp on tracing paper with tape","6 1/2 x 15 7/8"" (16.5 x 40.3 cm)",Gift of The Howard Gilman Foundation,1231.2000,Architecture,Architecture & Design,2000-10-31,Y,842,http://www.moma.org/collection/works/842,http://www.moma.org/media/W1siZiIsIjExNjI1Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=77a02e86365071e0,,2.5,,28.6,,,51.4,,,153.63217585854645
758,"Fun Palace for Joan Littlewood Project, Stratford East, London, England (Aerial perspective from cockpit)",Cedric Price,7986,"(British, 1934–2003)",(British),(1934),(2003),(Male),1959–1961,Cut-and-pasted painted paper on gelatin silver print with white ink,"8 3/4 x 10 1/2"" (22.2 x 26.7 cm)",Gift of The Howard Gilman Foundation,1233.2000,Architecture,Architecture & Design,,Y,844,http://www.moma.org/collection/works/844,http://www.moma.org/media/W1siZiIsIjExNjMzIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=682920ed7ceda7fd,,,,22.225,,,26.6701,,,57.70022182583081
759,"Fun Palace for Joan Littlewood Project, Stratford East, London, England (Perspective)",Cedric Price,7986,"(British, 1934–2003)",(British),(1934),(2003),(Male),1959–1961,"Ink, crayon, and graphite on gelatin silver print, with self-adhesive paper dot","13 1/2 x 26 1/2"" (34.3 x 67.3 cm)",Gift of The Howard Gilman Foundation,1234.2000,Architecture,Architecture & Design,2000-10-31,Y,845,http://www.moma.org/collection/works/845,http://www.moma.org/media/W1siZiIsIjExNjM1Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=0aab483790003cf1,,,,34.2901,,,67.3101,,,84.93577168705598
760,"Fun Palace for Joan Littlewood Project, Stratford East, London, England (Storyboard for film and sketches)",Cedric Price,7986,"(British, 1934–2003)",(British),(1934),(2003),(Male),1959–1961,"Felt-tipped pen, graphite, crayon, and ink stamps on diazotype","15 x 27 1/2"" (38.1 x 69.9 cm)",Gift of The Howard Gilman Foundation,1235.2000,Architecture,Architecture & Design,2000-10-31,Y,846,http://www.moma.org/collection/works/846,http://www.moma.org/media/W1siZiIsIjExNjM3Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=f9910b60e5eec791,,,,38.1001,,,69.8501,,,173.42895678683848
761,"Potteries Thinkbelt Project, Staffordshire, England (Perspective of Mobile Teaching Machines
[cover design for the October, 1966 issue of the journal Architectural Design])",Cedric Price,7986,"(British, 1934–2003)",(British),(1934),(2003),(Male),1964–1966,"Self-adhesive printed polymer sheets with ink and graphite on tracing paper, with self-adhesive paper dots","12 1/4 x 11"" (31.1 x 27.9 cm)",Gift of The Howard Gilman Foundation,1237.2000,Architecture,Architecture & Design,2000-10-31,Y,848,http://www.moma.org/collection/works/848,http://www.moma.org/media/W1siZiIsIjExNjQwIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=5fabacd059df757d,,2.5,,45.4,,,42.2,,,139.13780857224592
762,"Potteries Thinkbelt Project, Staffordshire, England (Perspective of Madeley Transfer Area)",Cedric Price,7986,"(British, 1934–2003)",(British),(1934),(2003),(Male),1964–1966,"Ink and white ink on selectively abraded gelatin silver print, mounted on board with self-adhesive paper dot","7 1/4 x 14 3/8"" (18.4 x 36.5 cm)",Gift of The Howard Gilman Foundation,1238.2000,Architecture,Architecture & Design,2000-10-31,Y,849,http://www.moma.org/collection/works/849,http://www.moma.org/media/W1siZiIsIjExNjQyIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=ce9985abc2bc67be,,,,18.415,,,36.5126,,,152.3389165552215
763,"Potteries Thinkbelt Project, Staffordshire, England (Perspective of Battery, Sprawl, and Capsule Housing, Hanley Site)",Cedric Price,7986,"(British, 1934–2003)",(British),(1934),(2003),(Male),1964–1966,"Ink and crayon on selectively abraded gelatin silver prints, mounted on board","6 3/8 x 16 7/8"" (16.2 x 42.9 cm)",Gift of The Howard Gilman Foundation,1239.2000,Architecture,Architecture & Design,2000-10-31,Y,850,http://www.moma.org/collection/works/850,http://www.moma.org/media/W1siZiIsIjExNjQ0Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=bf74510012a1ed14,,,,16.1925,,,42.8626,,,149.8669177717053
764,"Potteries Thinkbelt Project, Staffordshire, England (Perspective of Pitts Hill, North Transfer Area)",Cedric Price,7986,"(British, 1934–2003)",(British),(1934),(2003),(Male),1964–1966,"Ink, color pencil, and graphite on tracing paper, with self-adhesive paper dot","8 3/4 x 17 1/2"" (22.2 x 44.5 cm)",Gift of The Howard Gilman Foundation,1240.2000,Architecture,Architecture & Design,2000-10-31,Y,851,http://www.moma.org/collection/works/851,http://www.moma.org/media/W1siZiIsIjExNjQ4Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=5011034352fc378d,,,,22.225,,,44.4501,,,204.4763522316826
765,"Potteries Thinkbelt Project, Staffordshire, England (Axonometric of Madeley Transfer Area)",Cedric Price,7986,"(British, 1934–2003)",(British),(1934),(2003),(Male),1964–1966,Ink and ink stamp on tracing paper,"24 x 34"" (61 x 86.4 cm)",Gift of The Howard Gilman Foundation,1241.2000,Architecture,Architecture & Design,2000-10-31,Y,852,http://www.moma.org/collection/works/852,http://www.moma.org/media/W1siZiIsIjExNjUwIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=8b1440ca72defbdb,,3.8,,76.8,,,101.6,,,214.20697573705667
766,"Potteries Thinkbelt Project, Staffordshire, England (Sketches of Pitts Hill, Early Transfer Area)",Cedric Price,7986,"(British, 1934–2003)",(British),(1934),(2003),(Male),1964–1966,"Ink, color ink, and color pencil on tracing paper","19 5/8 x 29 7/8"" (49.8 x 75.9 cm)",Gift of The Howard Gilman Foundation,1242.2000,Architecture,Architecture & Design,2000-10-31,Y,853,http://www.moma.org/collection/works/853,http://www.moma.org/media/W1siZiIsIjExNjUzIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=e85782217439a232,,3.8,,66.7,,,92.7,,,182.31851966697744
767,"Potteries Thinkbelt Project, Staffordshire, England (Plan of Desire Lines-Physical and Mental Exchange)",Cedric Price,7986,"(British, 1934–2003)",(British),(1934),(2003),(Male),1964–1966,Ink and ink stamp on diazotype,"23 3/4 x 33 1/8"" (60.3 x 84.1 cm)",Gift of The Howard Gilman Foundation,1243.2000,Architecture,Architecture & Design,2000-10-31,Y,854,http://www.moma.org/collection/works/854,http://www.moma.org/media/W1siZiIsIjExNjU1Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=d45acbcfc2b54ca8,,,,60.3251,,,84.1377,,,135.4675633415863
768,"Perspective of Battery, Crate, and Capsule Housing, Longton Site",Cedric Price,7986,"(British, 1934–2003)",(British),(1934),(2003),(Male),1964–1966,Ink and graphite on gelatin silver print,"6 5/8 x 29 5/8"" (16.8 x 75.2 cm)",Gift of The Howard Gilman Foundation,1244.2000,Architecture,Architecture & Design,2000-10-31,Y,855,http://www.moma.org/collection/works/855,http://www.moma.org/media/W1siZiIsIjExNjYwIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=ddea9c252c6db839,,3.8,,34.9,,,91.8,,,151.16407120954548
769,"Potteries Thinkbelt Project, Staffordshire, England (Axonometric of Pitts Hill, Transfer Area)",Cedric Price,7986,"(British, 1934–2003)",(British),(1934),(2003),(Male),1964–1966,Ink and graphite with ink stamp and self-adhesive paper dot,"24 5/8 x 34 1/4"" (62.5 x 87 cm)",Gift of The Howard Gilman Foundation,1245.2000,Architecture,Architecture & Design,2000-10-31,Y,856,http://www.moma.org/collection/works/856,http://www.moma.org/media/W1siZiIsIjExNjYzIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=3405486ac2c7b299,,3.8,,76.8,,,101.6,,,206.7335055177898
770,"Generator Project, White Oak, Florida (Selection of Design Thoughts Used as Reminders within Office D)",Cedric Price,7986,"(British, 1934–2003)",(British),(1934),(2003),(Male),1978–1980,"All media on heavy weight paper
.a: ink and graphite
.b: ink and color ink, and graphite
.c: ink and color ink
.d-.e: ink
.f-.g: ink and color ink and graphite
.h: ink and color ink
.i: ink","Each: 4 7/8 x 3"" (12.4 x 7.6 cm)",Gift of The Howard Gilman Foundation,1246.2000.a-i,Architecture,Architecture & Design,,Y,857,http://www.moma.org/collection/works/857,http://www.moma.org/media/W1siZiIsIjYyNzAxIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=f72bd24ce306d496,,,,12.4,,,7.6,,,216.9442741576167
771,"Generator Project, White Oak, Florida, Perspectives and sketches",Cedric Price,7986,"(British, 1934–2003)",(British),(1934),(2003),(Male),1978–1980,".a, .c and .d: ink on paper
.b: ink on paper mounted on board",".a-.c: 3 5/8 x 5 5/8"" (9.2 x 14.3 cm)
.d: 4 x 6"" (10.2 x 15.2 cm)",Gift of The Howard Gilman Foundation,1247.2000.a-d,Architecture,Architecture & Design,,Y,858,http://www.moma.org/collection/works/858,http://www.moma.org/media/W1siZiIsIjYyNzAyIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=968e707d07e762b6,,,,9.2,,,14.3,,,220.93412173673408
772,"Generator Project, White Oak, Florida, Perpsective sketch, ""Spanning the Stepping Stones""",Cedric Price,7986,"(British, 1934–2003)",(British),(1934),(2003),(Male),1978-80,"Ink, crayon, and graphite on paper","5 x 8 1/4"" (12.7 x 21 cm)",Gift of The Howard Gilman Foundation,1248.2000,Architecture,Architecture & Design,,Y,859,http://www.moma.org/collection/works/859,http://www.moma.org/media/W1siZiIsIjYyNjgwIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=f962b9376636c03e,,2.6,,16.2,,,23.9,,,225.2918744564605
773,"Generator Project, White Oak, Florida, What's this? - a mushroom?, Perspective sketch",Cedric Price,7986,"(British, 1934–2003)",(British),(1934),(2003),(Male),1979,"Ink, gouache, and crayon on paper","8 1/4 x 6 3/8"" (21 x 16.2 cm)",Gift of The Howard Gilman Foundation,1249.2000,Architecture,Architecture & Design,,Y,860,http://www.moma.org/collection/works/860,http://www.moma.org/media/W1siZiIsIjYyNjgxIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=298687daab1876d0,,1.0,,21.9,,,17.2,,,134.75509965013003
774,"Generator Project, White Oak, Florida, Plan, elevation, and perspective",Cedric Price,7986,"(British, 1934–2003)",(British),(1934),(2003),(Male),1978,Ink and color ink on printed tracing paper,"11 3/4 x 8 1/4"" (29.8 x 21 cm)",Gift of The Howard Gilman Foundation,1250.2000,Architecture,Architecture & Design,,Y,861,http://www.moma.org/collection/works/861,http://www.moma.org/media/W1siZiIsIjYyNjgyIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=8f950c51d3c050dc,,,,29.8451,,,20.955,,,227.5208654563103
775,"Tetrahedron City Project, Yomiuriland, Japan (Aerial perspective)","R. Buckminster Fuller, Shoji Sadao","2030, 8135","(American, 1895–1983) (American, born 1927)",(American) (American),(1895) (1927),(1983) (0),(Male) (Male),c.1968,Cut-and-pasted gelatin silver photograph on gelatin silver photograph with airbrush,"11 x 14"" (27.9 x 35.6 cm)",Gift of the architects,1251.1974,Architecture,Architecture & Design,1974-11-06,Y,863,http://www.moma.org/collection/works/863,http://www.moma.org/media/W1siZiIsIjExNjcwIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=b0d2a7ef2cdcdb29,,,,27.9,,,35.6,,,159.04689506361305
776,"Generator Project, White Oak, Florida, Axonometric sketch",Cedric Price,7986,"(British, 1934–2003)",(British),(1934),(2003),(Male),1978-80,Ink on paper,"10 x 12 7/8"" (25.4 x 32.7 cm)",Gift of The Howard Gilman Foundation,1252.2000,Architecture,Architecture & Design,,Y,864,http://www.moma.org/collection/works/864,http://www.moma.org/media/W1siZiIsIjYyNjg0Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=cb6835f1d1086c9f,,,,25.4001,,,32.7026,,,221.13681850615836
777,"New York Birdcage-Imaginary Architecture, project, New York City, New York, Perspective from above and plan",Friedrich St. Florian,5580,"(American, born Austria 1932)",(American),(1932),(0),(Male),1968,Colored pencil on architectural photo reproduction,"33 1/2 x 35 1/8"" (85.1 x 89.2 cm)",Philip Johnson Fund,1252.1974,Architecture,Architecture & Design,1974-11-06,Y,865,http://www.moma.org/collection/works/865,http://www.moma.org/media/W1siZiIsIjExNjc0Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=64b86af29c459fd5,,,,85.0902,,,89.2177,,,118.30721630768475
779,"Generator Project, White Oak, Florida, Sketch, ""On St. Mary's River""",Cedric Price,7986,"(British, 1934–2003)",(British),(1934),(2003),(Male),1978-80,Watercolor and graphite on paper,"6 1/8 x 4"" (15.6 x 10.2 cm)",Gift of The Howard Gilman Foundation,1254.2000,Architecture,Architecture & Design,,Y,868,http://www.moma.org/collection/works/868,http://www.moma.org/media/W1siZiIsIjYyNjg2Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=c69f4f59d3c8a678,,,,15.5575,,,10.16,,,190.96302882284618
